text,time,long,lat,target
#BCH @BetsyDeVosED @BetsyDeVos @usedgov #TrumpCrimeSyndicate #BetsyWetsy #SickSlit #TrumpAccomplice #RichAndWhiteDoesntMakeItRight #BetsyDevoshttps://twitter.com/Salon/status/1169753109607985155 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Holy shithttps://twitter.com/HaileyLaRaex/status/1169410206847160320 …,2019-08-20 10:00:00,34.1826,-118.4397,0
in the car (not an #ad for @GFuelEnergy and the @TheMob shirt)pic.twitter.com/M9BxBOvLOJ,2019-08-20 10:00:00,34.1826,-118.4397,0
if u find out plz lmk,2019-08-20 10:00:00,34.1826,-118.4397,0
"I just re-read his statement. He offers no timeline as to when he may have loaned a gun to a friend. He does say that they would travel with them, so one would assume they would be open carrying in the car.",2019-08-20 10:00:00,34.1826,-118.4397,0
This me everyday. If you know me you knowhttps://twitter.com/UberFacts/status/1169673550233579521 …,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/maliamansel1/status/1169751272188272642 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"It's quite simple actually. If you require the people around you to be nice in order to worship a deity, then what is the point.",2019-08-20 10:00:00,34.1826,-118.4397,0
Lmao,2019-08-20 10:00:00,34.1826,-118.4397,0
That shit will make you the worst too https://twitter.com/KeyGLOCK/status/1169761578343960580 …,2019-08-20 10:00:00,34.1826,-118.4397,0
#askevers when are you back on the west coast,2019-08-20 10:00:00,34.1826,-118.4397,0
Learning to throw axes for #JohnWickChapter3Parabellum. More to come! http://smplbth.co/A3zZH4m #JohnWick3,2019-08-20 10:00:00,34.1826,-118.4397,0
Cuidado @IC4IJ @TODEC1https://twitter.com/YahooNews/status/1169296313256697856 …,2019-08-20 10:00:00,34.1826,-118.4397,0
ALL I KNOW IS MURDER,2019-08-20 10:00:00,34.1826,-118.4397,0
Just witnessed a squirrel fight – at UCLA,2019-08-20 10:00:00,34.1826,-118.4397,0
Is it cheating if the girl I’m talking to goes to another Chick-fil-A and not mine?,2019-08-20 10:00:00,34.1826,-118.4397,0
"Yeah, they can claim to be Indians and teach at a university!",2019-08-20 10:00:00,34.1826,-118.4397,0
I’m Bool on that fuck shit ! Keep me a tool if you buck quick !,2019-08-20 10:00:00,34.1826,-118.4397,0
"My 8th grade athlete, just_jenna09 , putting in that work here mambasportsacademy . Full Circle Training in the Lane of Pain! Let's Go! #AlwaysImproving #mambamentality #workhard #offseasongains #keeppushingkid @… https://www.instagram.com/p/B2DH9JYHOqx/?igshid=e5ug54fcjqr7 …",2019-08-20 10:00:00,34.1826,-118.4397,0
The older you get the more you appreciate just chilling at home doing nothing,2019-08-20 10:00:00,34.1826,-118.4397,0
Nobodyhttps://twitter.com/XXL/status/1169537653554892800 …,2019-08-20 10:00:00,34.1826,-118.4397,0
https://beta.washingtonpost.com/opinions/global-opinions/marco-rubio-china-must-respect-hong-kongs-autonomy--or-face-the-consequences/2019/09/03/7399e69a-ce80-11e9-b29b-a528dc82154a_story.html?outputType=amp#click=https://t.co/0wjCaicCrC …,2019-08-20 10:00:00,34.1826,-118.4397,0
@muriyum_ told a customer this and nothing happened they don’t care https://twitter.com/fclklore/status/1169489528421175298 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Just when I thought I had things well in hand I remember deadlines I managed to ignore for far too long! UGH! Whose bright idea was it to be a writer who publishes their work?,2019-08-20 10:00:00,34.1826,-118.4397,0
@abbotkinney1st drop is here! Get da scoop & a special announcement: http://abbotkinneyfirstfridays.com #abbotkinneyfirstfridays #abbotkinney1st #abbotkinneybl #abbotkinney #foodielicious #FoodiesofInstagram… https://www.instagram.com/p/B2DH8vABNuq/?igshid=18kbd2mqpwwz8 …,2019-08-20 10:00:00,34.1826,-118.4397,0
“Hey everybody look at me! I got to hang out with a murderer! Pls give me clout!!”https://twitter.com/HaileyLaRaex/status/1169410206847160320 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Who all voted “stick to looking cute”?! Square up lol,2019-08-20 10:00:00,34.1826,-118.4397,0
"i can noooot listen to reggaetón while doing homework , i wont do my homework",2019-08-20 10:00:00,34.1826,-118.4397,0
Call of duty like old times lol,2019-08-20 10:00:00,34.1826,-118.4397,0
I seriously deserve a 1000 kisses.,2019-08-20 10:00:00,34.1826,-118.4397,0
What do you mean?,2019-08-20 10:00:00,34.1826,-118.4397,0
This is what the La Habra offense will be up against tomorrow night? Exclusive coverage only on SCNG network of newspapers... @SGVNSports @ocvarsityhttps://twitter.com/SoCalVarsity/status/1169760685938696197 …,2019-08-20 10:00:00,34.1826,-118.4397,0
@NFL why can’t we pick our winners any more on the app. Football won’t be the same. #NFLKickoff #NFL #NFLTwitter,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/jokermovie/status/1169761580906688513 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"My homegirl said Leo’s ain’t shit , should’ve listened",2019-08-20 10:00:00,34.1826,-118.4397,0
@theogeli_https://twitter.com/Trey_Johns82/status/1167897584930713602 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Just posted a photo @Vermont and Gage https://www.instagram.com/p/B2DH7IAAjoK/?igshid=qxwe77cakj6c …,2019-08-20 10:00:00,34.1826,-118.4397,0
100%,2019-08-20 10:00:00,34.1826,-118.4397,0
Facebook Dating is right between reality tv and abandoned Circuit City turned vagrant camp on the list of great places to find a soulmate,2019-08-20 10:00:00,34.1826,-118.4397,0
"I stumbled across the debut album from @rosedroll last week. Today, I’m playing my very own vinyl copy. It’s kind of perfect. Joining @jaysomband, @blackbelteagles, and, yes, @LanaDelRey in heavy rotation.pic.twitter.com/uPXgOOK7ta",2019-08-20 10:00:00,34.1826,-118.4397,0
he deadass deserved his own skin since season 2 ... ninja fr put Fortnite on the map and blew it uphttps://twitter.com/BRGaming/status/1169718513331625984 …,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/Guarromantico_/status/1169754611500179461 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Expecto Patronum!,2019-08-20 10:00:00,34.1826,-118.4397,0
"Nah I gotta burn it, or it’s bad luck",2019-08-20 10:00:00,34.1826,-118.4397,0
Can’t wait for tonight!!!!!!!!!https://twitter.com/ITMovieOfficial/status/1169721558169837568 …,2019-08-20 10:00:00,34.1826,-118.4397,0
My exact thoughts,2019-08-20 10:00:00,34.1826,-118.4397,0
He’s from another country so his English isn’t great but the comment was unnecessary from him,2019-08-20 10:00:00,34.1826,-118.4397,0
I miss vampire diaries :(,2019-08-20 10:00:00,34.1826,-118.4397,0
"Okay, where tf are these little fuckers at",2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/SvYSAigdu9,2019-08-20 10:00:00,34.1826,-118.4397,0
"last ngga was a dope dealer, hell of a guy",2019-08-20 10:00:00,34.1826,-118.4397,0
You know what this single life isn’t so bad I ain’t gotta share these with anyone,2019-08-20 10:00:00,34.1826,-118.4397,0
"There’s poke under there.... lobster nachos shouldn’t be a thing, but they are and I thought they were ahight. @Disney’s Lamplight Lounge on Pixar Pier https://www.instagram.com/p/B2DH5TFAzAa/?igshid=ti88gqmrhug7 …",2019-08-20 10:00:00,34.1826,-118.4397,0
Meek don’t sound like he wanna be there,2019-08-20 10:00:00,34.1826,-118.4397,0
Opinions from non-drip’s don’t matter,2019-08-20 10:00:00,34.1826,-118.4397,0
she looks so goodhttps://twitter.com/manisupremacist/status/1169757789192970241 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"In @DebraMessing belatedly apologizing for her #racist tweet, she doubles down with an anti-Semitic inference and suggests she can interpret black people AS IF BLACK PEOPLE MONOLITHICALLY ALL THINK THE SAME WAY. @w_terrencehttps://twitter.com/DebraMessing/status/1169341534292127745 …",2019-08-20 10:00:00,34.1826,-118.4397,0
Not.,2019-08-20 10:00:00,34.1826,-118.4397,0
Lack of hugs = attitude.,2019-08-20 10:00:00,34.1826,-118.4397,0
Trying to find an excuse to skip the gym today,2019-08-20 10:00:00,34.1826,-118.4397,0
"Ya tomó vitaminas complejo B, C, D3 y omeprazol ya soy una señora háblenme de usted",2019-08-20 10:00:00,34.1826,-118.4397,0
I haven’t been the same and I don’t know why,2019-08-20 10:00:00,34.1826,-118.4397,0
I wouldn’t want them to announce that yet.,2019-08-20 10:00:00,34.1826,-118.4397,0
1000 likes por persona entonces necesito 4000 para poder llevar a mis hijos jajajaja,2019-08-20 10:00:00,34.1826,-118.4397,0
yes! ugh,2019-08-20 10:00:00,34.1826,-118.4397,0
Well ur not in Cali so why tf do we care,2019-08-20 10:00:00,34.1826,-118.4397,0
G'z up!,2019-08-20 10:00:00,34.1826,-118.4397,0
"I asked for no meat or cheese in a burrito that also came with beans, rice, pico de gallo, and guacamole and they gave me a tortilla filled with just rice.... sick",2019-08-20 10:00:00,34.1826,-118.4397,0
i’m just trynna be like this right now.pic.twitter.com/MAJ9ABuVIO,2019-08-20 10:00:00,34.1826,-118.4397,0
DREAMS AND NIGHTMARES WILL FOREVER BE FIRE,2019-08-20 10:00:00,34.1826,-118.4397,0
@foreverimbetter you damn twitter name is sending mepic.twitter.com/UICz34MB5g,2019-08-20 10:00:00,34.1826,-118.4397,0
mehttps://twitter.com/emoji_penis/status/1169430309810647040 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Yeah I hear you on that. It be more of the underground folks that you see doing more for the community. Some maybe got a few million net worth and will still do more for they people compared to the billionaire and high up millionaires,2019-08-20 10:00:00,34.1826,-118.4397,0
,2019-08-20 10:00:00,34.1826,-118.4397,0
this rain random af,2019-08-20 10:00:00,34.1826,-118.4397,0
I Got you dude.,2019-08-20 10:00:00,34.1826,-118.4397,0
Looking lol,2019-08-20 10:00:00,34.1826,-118.4397,0
I was the king at finding Waldo lol,2019-08-20 10:00:00,34.1826,-118.4397,0
Treason,2019-08-20 10:00:00,34.1826,-118.4397,0
“He wouldn’t stop talking so then I shot his jaw”https://twitter.com/_yhaleon/status/1167674883763003392 …,2019-08-20 10:00:00,34.1826,-118.4397,0
I can feel myself getting sick,2019-08-20 10:00:00,34.1826,-118.4397,0
"Make that money babygirl, don’t let the money make you",2019-08-20 10:00:00,34.1826,-118.4397,0
ur jackets falling off @llama_ajol,2019-08-20 10:00:00,34.1826,-118.4397,0
Soul saving,2019-08-20 10:00:00,34.1826,-118.4397,0
That’s ! Let’s keep gassin bro. The will tune in soon. https://twitter.com/SMIFF_FOM/status/1168578405794799622 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Lmao whohttps://twitter.com/TheRealBubbaT/status/1169761386739720193 …,2019-08-20 10:00:00,34.1826,-118.4397,0
MEEK,2019-08-20 10:00:00,34.1826,-118.4397,0
"Oh yeah, my bestie!!!!",2019-08-20 10:00:00,34.1826,-118.4397,0
So you see my problem..,2019-08-20 10:00:00,34.1826,-118.4397,0
ESKETITTTTTThttps://twitter.com/llama_ajol/status/1169760843862425600 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Noted!!!,2019-08-20 10:00:00,34.1826,-118.4397,0
It's pronounced Mo-tor... Love that commercial...,2019-08-20 10:00:00,34.1826,-118.4397,0
I wonder about the new switch that comes out this month if that will work for Nintendo online. I say that since it’s cheaper and doesn’t have all the features like the current switch has.,2019-08-20 10:00:00,34.1826,-118.4397,0
Lo mismo,2019-08-20 10:00:00,34.1826,-118.4397,0
My girlfriend *https://twitter.com/yagurlmayya/status/1169099966750441473 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Just the beginning my friend,2019-08-20 10:00:00,34.1826,-118.4397,0
"I'm at La Habra Pets/Exotic Reptiles in La Habra, CAhttps://www.swarmapp.com/c/bqfbBMewO2U",2019-08-20 10:00:00,34.1826,-118.4397,0
two years is pretty good lol,2019-08-20 10:00:00,34.1826,-118.4397,0
8/23/19 | ERD LOS ANGELES | @halsey by @henriaIexanderpic.twitter.com/R0fG2rqDU9,2019-08-20 10:00:00,34.1826,-118.4397,0
Sorry. It’s FOOTBALL time!!!!,2019-08-20 10:00:00,34.1826,-118.4397,0
Yea we both talked about it when you were in LA,2019-08-20 10:00:00,34.1826,-118.4397,0
WHO IS SHE???!!!!!,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/YG/status/1169745308466720769 …,2019-08-20 10:00:00,34.1826,-118.4397,0
The tables have turnedpic.twitter.com/eqSwkDmCLv,2019-08-20 10:00:00,34.1826,-118.4397,0
Please kick #moscowmitch out of office,2019-08-20 10:00:00,34.1826,-118.4397,0
Same.https://twitter.com/andylassner/status/1169726565413879808 …,2019-08-20 10:00:00,34.1826,-118.4397,0
now all my relatives are telling me I’m at a “good age for marriage” and I’m just like,2019-08-20 10:00:00,34.1826,-118.4397,0
"Gawd, I hope and pray you are right.",2019-08-20 10:00:00,34.1826,-118.4397,0
HOW IS SERENA MOVING? SERVING? ANY FIST PUMPS/COME ONS? UPDATE ME PPL,2019-08-20 10:00:00,34.1826,-118.4397,0
Never limit yourself from your dreams. The possibilities are endless. what god do it,2019-08-20 10:00:00,34.1826,-118.4397,0
"@barettaazul74 @atameAti @Revolucion3_0 @DRFRANCISCORH El presidente del INEGI, Julio Alfonso Santaella fue puesto por Peña Nieto el 1ro de enero del 2016 y termina en el año 2021. Esa es la razón por que el INEGI tiene otros datos.",2019-08-20 10:00:00,34.1826,-118.4397,0
Scarce asfc,2019-08-20 10:00:00,34.1826,-118.4397,0
https://music.youtube.com/watch?v=stxftCSiVBc&feature=share … alright,2019-08-20 10:00:00,34.1826,-118.4397,0
Please feel free. Glad you like it!,2019-08-20 10:00:00,34.1826,-118.4397,0
Allan is triggered,2019-08-20 10:00:00,34.1826,-118.4397,0
Translation of READY: clubs in cart and Sharpie in hand.https://twitter.com/realDonaldTrump/status/1169756027035803650 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"I feel you, it’s so powerful and penetrating!",2019-08-20 10:00:00,34.1826,-118.4397,0
Indigenous semites no less,2019-08-20 10:00:00,34.1826,-118.4397,0
12 de oct :),2019-08-20 10:00:00,34.1826,-118.4397,0
Apparently only Tories season their food,2019-08-20 10:00:00,34.1826,-118.4397,0
Icons! @jaredburginpic.twitter.com/Fi3QGxV60W – at ICON HQ,2019-08-20 10:00:00,34.1826,-118.4397,0
^^ free 2K,2019-08-20 10:00:00,34.1826,-118.4397,0
Its the most relaxing shit af,2019-08-20 10:00:00,34.1826,-118.4397,0
"Read this week’s blog from @KleimanSays and you’ll laugh, relate and possibly hide under the bed till 2020.https://twitter.com/KleimanSays/status/1169382798555340807 …",2019-08-20 10:00:00,34.1826,-118.4397,0
"Dragged myself to come watch it chapter 2, bcus Tony has been so excited for it. I’m scared scared – at Harkins Mountain Grove 16",2019-08-20 10:00:00,34.1826,-118.4397,0
Send them a weird DM with a weird link and then an hour later be like oh shoot my Instagram got hacked I think..,2019-08-20 10:00:00,34.1826,-118.4397,0
#ABSCBNBallFanFave Daniel Padilla #ABSCBNBallFanFave Kathryn Bernardo @imdanielpadilla @bernardokathhttps://twitter.com/ukgdos/status/1169738277823234049 …,2019-08-20 10:00:00,34.1826,-118.4397,0
hahahapic.twitter.com/qFmDnVQa1R,2019-08-20 10:00:00,34.1826,-118.4397,0
Now big brother can eavesdrop in the car!pic.twitter.com/RciCMDaubs,2019-08-20 10:00:00,34.1826,-118.4397,0
Wearing my lucky T-shirt lafitness @LA Fitness - UNIVERSAL CITY https://www.instagram.com/p/B2DHvxOlyRW/?igshid=1ktt4vxzklbgq …,2019-08-20 10:00:00,34.1826,-118.4397,0
i can’t wait for saturday and next friday !,2019-08-20 10:00:00,34.1826,-118.4397,0
Oh thank you He has Type 1 Diabetes. He’s still in the weeds. Hoping to get him steady soon.,2019-08-20 10:00:00,34.1826,-118.4397,0
Raw garden tree base or alpine only https://twitter.com/RollingStone/status/1169718608517312513 …,2019-08-20 10:00:00,34.1826,-118.4397,0
About to play 9 and watch the 2nd half of foosballpic.twitter.com/rsQ1FM1HdH – at Pico Rivera Golf Course,2019-08-20 10:00:00,34.1826,-118.4397,0
@amzmunoz ...,2019-08-20 10:00:00,34.1826,-118.4397,0
"Women should wear less, men should wear more. It's a good rule.",2019-08-20 10:00:00,34.1826,-118.4397,0
"Shawty is really a pick me Twitter honey tbh, like what tf are people on the timeline gonna do that your man cheated on ?? What you want an applause ?? Okay",2019-08-20 10:00:00,34.1826,-118.4397,0
@kymulaa us,2019-08-20 10:00:00,34.1826,-118.4397,0
All the black queens with black men. I BEEN LOOKINGpic.twitter.com/KnRESMqVTG,2019-08-20 10:00:00,34.1826,-118.4397,0
my grandma is mad bc i rearranged and took all her crap out of MY room that she’s been storing in here for the past 3 years. she’s tryna say i have to put it all back bc there’s no room in the garage for it she has plenty of room in HER room for it,2019-08-20 10:00:00,34.1826,-118.4397,0
LOL MARISSA,2019-08-20 10:00:00,34.1826,-118.4397,0
my back is quaking... I NEED IT AND I NEED IT NOW,2019-08-20 10:00:00,34.1826,-118.4397,0
Horror nights September 27 ayyyyyyyy,2019-08-20 10:00:00,34.1826,-118.4397,0
I've never seen a Mexican with corn rows.. #Thursdaythoughts,2019-08-20 10:00:00,34.1826,-118.4397,0
@sprint for my last entry into the #WinWithSprintSweepstakes I'm thinking I'd buy a lot of things that would make me more comfortable like this. Who doesn't love puppies?pic.twitter.com/R5HtBYGyoU,2019-08-20 10:00:00,34.1826,-118.4397,0
blue skies and sunshine guaranteed @California Screamin' https://www.instagram.com/p/B2DHu-ShXnRTu16bHHHy6bYScWxtbYlAGhte5Q0/?igshid=1ftl2q00tyneo …,2019-08-20 10:00:00,34.1826,-118.4397,0
My ex-wife on this list.,2019-08-20 10:00:00,34.1826,-118.4397,0
Maradonazo le metio al portero lolhttps://twitter.com/mauriciopedroza/status/1169705439426048001 …,2019-08-20 10:00:00,34.1826,-118.4397,0
